stack_id,primary_role,stack_name,required_skills,preferred_skills,stack_popularity_score,stack_level,typical_experience_years,industry_sector
4527,Game Developer,Embedded Systems,ARM|C++|RTOS,JTAG|MQTT,0.94,Intermediate,2,Finance
4528,Full Stack Developer,SAP Enterprise,SAP S/4HANA|SAP HANA|Fiori|ABAP,OData|CDS Views,0.55,Beginner,8,Healthcare
4529,Shopify Developer,GCP Data Platform,Cloud Functions|BigQuery|Pub/Sub,Dataflow,0.76,Advanced,1,Gaming
4530,Game Developer,Unreal Engine Stack,Blueprints|C++|Unreal Engine,Perforce|Substance Painter|FMOD,0.28,Intermediate,8,EdTech
4531,Performance Engineer,Azure Enterprise,AKS|Azure DevOps,Service Bus|Logic Apps,0.76,Advanced,3,Telecom
4532,DevOps Engineer,Flutter Cross-Platform,REST APIs|Flutter|Dart,BLoC Pattern|Integration Tests,0.71,Intermediate,0,EdTech
4533,Shopify Developer,Vue.js Ecosystem,TypeScript|Pinia,Cypress|Vuetify,0.19,Beginner,9,Biotech
4534,DevOps Engineer,Data Engineering Pipeline,Apache Spark|Python|AWS S3|Airflow,Delta Lake|dbt|Snowflake,0.52,Intermediate,9,E-commerce
4535,Blockchain Developer,AWS Cloud Native,API Gateway|S3|AWS Lambda,SQS|SNS,0.48,Intermediate,8,E-commerce
4536,API Developer,ASP.NET Core Stack,SQL Server|C#|Entity Framework|.NET Core,SignalR,0.78,Intermediate,3,Aerospace
4537,Go Developer,Data Engineering Pipeline,Airflow|AWS S3|Python,dbt,0.93,Advanced,6,Logistics
4538,Data Scientist,Next.js Full Stack,Prisma|TypeScript|React|Next.js,Tailwind CSS,0.34,Intermediate,12,Biotech
4539,Go Developer,PyTorch Deep Learning,PyTorch|CUDA|Python|NumPy,Weights & Biases|ONNX,0.28,Intermediate,10,Automotive
4540,Systems Programmer,MERN Stack,Express.js|Node.js|MongoDB,Redux|Mongoose,0.92,Advanced,1,Automotive
4541,Mobile Developer,Svelte Modern,TypeScript|Tailwind CSS|Svelte|SvelteKit,Vitest|Playwright|Supabase,0.76,Intermediate,11,Media
4542,Mobile Developer,Spring Boot Enterprise,Java|Maven,Docker,0.54,Intermediate,7,Consulting
4543,Build Engineer,Shopify E-commerce,HTML/CSS|Shopify CLI,Theme Kit,0.9,Beginner,4,Consulting
4544,Mobile Developer,ML Engineering Stack,Python|TensorFlow|Scikit-learn,NumPy|FastAPI|MLflow,0.99,Beginner,5,Logistics
4545,Python Developer,Computer Vision Stack,YOLO|TensorFlow|Python,Albumentations|PyTorch|MediaPipe,0.89,Advanced,8,Consulting
4546,SRE Engineer,Azure Enterprise,AKS|Cosmos DB|Azure Functions|Azure DevOps,Logic Apps|Application Insights,0.3,Intermediate,6,Government
4547,Cloud Architect,Shopify E-commerce,Shopify CLI|HTML/CSS|JavaScript|Liquid,React|GraphQL,0.73,Intermediate,4,Manufacturing
4548,SAP Consultant,Svelte Modern,Svelte|TypeScript|Tailwind CSS,Supabase,0.3,Intermediate,6,Fintech
4549,Java Developer,Data Engineering Pipeline,Python|Apache Spark|AWS S3,Kafka|dbt|Snowflake,0.91,Intermediate,0,Manufacturing
4550,Rust Developer,Business Intelligence,Power BI|Excel|SQL,Tableau|Alteryx|DAX,0.91,Beginner,6,Manufacturing
4551,Salesforce Developer,iOS Native,UIKit|Xcode,SwiftUI|Combine|ARKit,0.45,Intermediate,6,Manufacturing
4552,React Developer,Spring Boot Enterprise,Spring Boot|PostgreSQL|Maven,JUnit|Docker,0.84,Advanced,10,Manufacturing
4553,Analytics Engineer,ML Engineering Stack,Python|Scikit-learn|TensorFlow|Pandas,NumPy|Docker,0.13,Beginner,4,Energy
4554,Salesforce Developer,ASP.NET Core Stack,SQL Server|.NET Core,Azure|xUnit|SignalR,0.7,Advanced,1,Cybersecurity
4555,React Developer,Cybersecurity Stack,Python|Nmap|Wireshark,Burp Suite|Kali Linux,0.14,Advanced,3,IT
4556,Rust Developer,Data Engineering Pipeline,AWS S3|Airflow|Python|Apache Spark,Kafka,0.48,Advanced,10,Government
4557,ML Engineer,Spring Boot Enterprise,Maven|PostgreSQL|Spring Boot,Hibernate|JUnit|Docker,0.56,Advanced,12,Healthcare
4558,Computer Vision Engineer,Computer Vision Stack,OpenCV|Python|YOLO|TensorFlow,Albumentations|PyTorch|MediaPipe,0.72,Intermediate,3,Logistics
4559,Product Engineer,Cybersecurity Stack,Wireshark|Python,Burp Suite,0.98,Advanced,5,Finance
4560,Data Analyst,Blockchain Development,Hardhat|Web3.js|Solidity,Ganache|Chai,0.89,Intermediate,1,Fintech
4561,Node.js Developer,GraphQL API,Node.js|Apollo Server|PostgreSQL,Jest|Prisma|TypeScript,0.94,Beginner,6,Retail
4562,Performance Engineer,GraphQL API,PostgreSQL|Apollo Server|GraphQL,Jest,0.93,Intermediate,11,E-commerce
4563,NLP Engineer,Business Intelligence,Python|Power BI,Tableau|DAX,0.18,Intermediate,10,Healthcare
4564,Backend Developer,ASP.NET Core Stack,SQL Server|C#|.NET Core|Entity Framework,SignalR|Azure,0.45,Intermediate,7,Consulting
4565,Performance Engineer,QA Automation,Jenkins|Python|TestNG|Selenium,Allure|Playwright|Docker,0.7,Intermediate,4,Fintech
4566,Release Engineer,Game Development Unity,Blender|C#|Unity|Visual Studio,Plastic SCM,0.7,Intermediate,0,IT
4567,Performance Engineer,Flask Microservices,SQLAlchemy|Redis|Flask|Python,RabbitMQ|Pytest,0.72,Beginner,5,Gaming
4568,Game Developer,Blockchain Development,Hardhat|Solidity|Web3.js|Ethereum,Chai|IPFS,0.58,Beginner,4,Fintech
4569,Engineering Manager,Android Native,Jetpack Compose|Android Studio|Kotlin|Room,Coroutines,0.79,Beginner,4,Consulting
4570,Senior Software Engineer,Django Full Stack,Python|PostgreSQL|HTML/CSS|Django,Django REST Framework|Redis,0.49,Beginner,2,Automotive
4571,React Developer,ETL Data Pipeline,Airflow|Python|PostgreSQL|Apache Kafka,AWS Redshift,0.24,Advanced,0,Finance
4572,Full Stack Developer,Flutter Cross-Platform,Dart|Flutter|REST APIs,Hive,0.72,Intermediate,9,Healthcare
4573,Staff Engineer,ASP.NET Core Stack,C#|SQL Server,Azure|Blazor|xUnit,0.98,Advanced,7,EdTech
4574,Game Developer,AWS Cloud Native,AWS Lambda|DynamoDB|API Gateway|S3,CloudWatch,0.33,Advanced,5,E-commerce
4575,Go Developer,Django Full Stack,Python|HTML/CSS,Django REST Framework,0.3,Beginner,4,Finance
4576,API Developer,Blockchain Development,Solidity|Ethereum|Hardhat|Web3.js,Ganache|IPFS|Chai,0.38,Beginner,4,Retail
4577,API Developer,Unreal Engine Stack,Blueprints|Visual Studio|C++,Substance Painter|FMOD,0.59,Intermediate,10,Energy
4578,Computer Vision Engineer,Salesforce Platform,SOQL|Apex|Lightning Web Components,Heroku|Visualforce|MuleSoft,0.61,Intermediate,10,Automotive
4579,IoT Developer,iOS Native,Core Data|UIKit,XCTest,0.29,Advanced,11,Biotech
4580,Python Developer,Cybersecurity Stack,Nmap|Wireshark|Python,OWASP ZAP|Burp Suite,0.11,Intermediate,3,Telecom
4581,API Developer,WordPress CMS Stack,PHP|HTML/CSS|WordPress|MySQL,Elementor,0.88,Intermediate,7,IT
4582,Python Developer,Unreal Engine Stack,Visual Studio|C++|Blueprints|Unreal Engine,FMOD|Houdini,0.42,Intermediate,0,Healthcare
4583,Embedded Systems Engineer,AWS Cloud Native,DynamoDB|AWS Lambda|S3|API Gateway,SQS|CloudFormation|CloudWatch,0.7,Intermediate,5,Aerospace
4584,Software Engineer,ML Engineering Stack,Scikit-learn|Python,NumPy|FastAPI,0.99,Intermediate,6,IT
4585,Release Engineer,Rust Systems,PostgreSQL|Actix-web|Tokio|Rust,Cargo|SQLx|Docker,0.25,Beginner,10,Biotech
4586,Platform Engineer,LAMP Stack,MySQL|Apache,Laravel,0.84,Advanced,7,IT
4587,NLP Engineer,AWS Cloud Native,API Gateway|S3,SQS,0.33,Advanced,12,Cybersecurity
4588,QA Engineer,Cybersecurity Stack,Nmap|Python|Wireshark|Metasploit,Splunk,0.44,Intermediate,8,Logistics
4589,Software Engineer,Cybersecurity Stack,Wireshark|Metasploit|Python,OWASP ZAP,0.19,Intermediate,5,Retail
4590,IoT Developer,Game Development Unity,C#|Unity|Visual Studio|Blender,Plastic SCM|Addressables,0.59,Beginner,3,Healthcare
4591,QA Engineer,iOS Native,Xcode|Core Data|UIKit|Swift,XCTest,0.57,Advanced,10,SaaS
4592,Staff Engineer,Salesforce Platform,Salesforce CLI|Apex|Lightning Web Components|SOQL,MuleSoft|Visualforce|Heroku,0.36,Intermediate,4,Healthcare
4593,Salesforce Developer,Rust Systems,Tokio|PostgreSQL|Actix-web|Rust,SQLx|Serde|Docker,0.54,Advanced,2,Logistics
4594,Frontend Developer,Business Intelligence,Power BI|Excel|SQL,DAX|Alteryx,0.71,Intermediate,3,Media
4595,Backend Developer,WordPress CMS Stack,MySQL|PHP,JavaScript|ACF,0.92,Advanced,6,SaaS
4596,Database Administrator,Spring Boot Enterprise,Java|Maven|Spring Boot|PostgreSQL,Hibernate,0.45,Intermediate,9,Consulting
4597,Senior Software Engineer,Blockchain Development,Web3.js|Solidity,IPFS,0.57,Beginner,6,E-commerce
4598,Blockchain Developer,SAP Enterprise,SAP S/4HANA|ABAP|Fiori,CDS Views,0.69,Beginner,8,Biotech
4599,Computer Vision Engineer,Android Native,Room|Android Studio,Dagger/Hilt,1.0,Intermediate,1,Media
4600,Security Engineer,Frontend React Modern,React|TypeScript|Vite|Tailwind CSS,React Query|Vitest|Storybook,0.6,Advanced,5,Biotech
4601,Staff Engineer,ETL Data Pipeline,Python|Airflow|Apache Kafka,dbt|AWS Redshift|Docker,0.57,Advanced,6,Healthcare
4602,API Developer,ASP.NET Core Stack,.NET Core|SQL Server|Entity Framework|C#,SignalR|Blazor,0.97,Beginner,2,Energy
4603,Platform Engineer,MERN Stack,Express.js|Node.js|MongoDB,TypeScript|Jest|Mongoose,0.19,Advanced,1,Cybersecurity
4604,Salesforce Developer,GCP Data Platform,Cloud Functions|BigQuery|GCS,Dataflow,0.15,Advanced,0,Gaming
4605,Data Analyst,Data Engineering Pipeline,Python|Airflow|AWS S3|Apache Spark,Kafka|Snowflake,0.9,Beginner,6,Consulting
4606,Backend Developer,PyTorch Deep Learning,CUDA|PyTorch,TensorBoard|Weights & Biases,0.14,Advanced,1,Gaming
4607,Full Stack Developer,Azure Enterprise,Azure Functions|Azure DevOps|AKS,Logic Apps|Azure AD,0.57,Intermediate,7,Automotive
4608,Data Analyst,Rust Systems,Rust|Actix-web,Docker|Serde|SQLx,0.72,Advanced,6,EdTech
4609,Staff Engineer,ASP.NET Core Stack,C#|Entity Framework|.NET Core|SQL Server,xUnit|SignalR|Blazor,0.56,Intermediate,1,EdTech
4610,Product Engineer,Cybersecurity Stack,Wireshark|Metasploit,Splunk|Burp Suite|Kali Linux,0.66,Advanced,6,SaaS
4611,BI Analyst,AWS Cloud Native,S3|AWS Lambda|DynamoDB,SNS,0.74,Advanced,3,Telecom
4612,Database Administrator,Flutter Cross-Platform,Dart|REST APIs|Firebase|Flutter,BLoC Pattern|Provider|Hive,0.47,Beginner,12,Energy
4613,WordPress Developer,Go Microservices,PostgreSQL|gRPC|Go,Redis|Prometheus|Testify,0.4,Beginner,7,Cybersecurity
4614,Product Engineer,GCP Data Platform,Pub/Sub|GCS,Composer,0.32,Intermediate,8,Logistics
4615,Release Engineer,Unreal Engine Stack,C++|Visual Studio|Blueprints,Substance Painter|FMOD|Houdini,0.85,Intermediate,0,Cybersecurity
4616,Cloud Architect,SAP Enterprise,SAP S/4HANA|Fiori,CDS Views,0.77,Intermediate,2,Retail
4617,Security Engineer,Next.js Full Stack,Next.js|Prisma|TypeScript|React,Vercel,0.45,Beginner,12,EdTech
4618,IoT Developer,ETL Data Pipeline,Apache Kafka|Airflow|PostgreSQL|Python,AWS Redshift|dbt|Docker,0.84,Advanced,0,Automotive
4619,Frontend Developer,Computer Vision Stack,OpenCV|TensorFlow|Python|YOLO,ONNX|MediaPipe|Albumentations,0.37,Intermediate,4,SaaS
4620,Release Engineer,Django Full Stack,HTML/CSS|Python|PostgreSQL,Django REST Framework|Docker,0.96,Advanced,7,Consulting
4621,Engineering Manager,Shopify E-commerce,Liquid|HTML/CSS|JavaScript|Shopify CLI,Theme Kit|React,0.74,Intermediate,9,SaaS
4622,API Developer,MEAN Stack,Angular|MongoDB|Node.js,NgRx|Jasmine|RxJS,0.6,Intermediate,9,Retail
4623,DevOps Engineer,Cybersecurity Stack,Python|Wireshark,OWASP ZAP|Splunk,0.58,Intermediate,10,Retail
4624,Product Engineer,QA Automation,Jenkins|Python,Docker,0.56,Intermediate,3,Energy
4625,Embedded Systems Engineer,Shopify E-commerce,Liquid|HTML/CSS|Shopify CLI,GraphQL|React|Theme Kit,0.97,Beginner,6,Media
4626,Node.js Developer,iOS Native,Xcode|Core Data|Swift|UIKit,XCTest|SwiftUI|ARKit,0.7,Advanced,7,Government
4627,Engineering Manager,Embedded Systems,C|ARM|RTOS|C++,GPIO,0.41,Intermediate,1,IT
4628,Vue.js Developer,MERN Stack,MongoDB|Express.js,Jest|Redux|Mongoose,0.82,Beginner,9,Fintech
4629,QA Engineer,ML Engineering Stack,Python|TensorFlow|Pandas|Scikit-learn,Docker|FastAPI,0.29,Advanced,4,Fintech
4630,Senior Software Engineer,QA Automation,Jenkins|Selenium,Allure|Playwright,0.31,Intermediate,5,Fintech
4631,Engineering Manager,GCP Data Platform,Pub/Sub|BigQuery|Cloud Functions,Vertex AI,0.2,Advanced,2,Retail
4632,SAP Consultant,Svelte Modern,SvelteKit|Svelte,Prisma,0.41,Beginner,1,Telecom
4633,API Developer,AWS Cloud Native,S3|API Gateway|DynamoDB|AWS Lambda,CloudWatch|SQS|SNS,1.0,Beginner,9,IT
4634,BI Analyst,GraphQL API,Apollo Server|GraphQL,Jest|DataLoader,0.32,Beginner,0,Logistics
4635,Data Scientist,iOS Native,UIKit|Core Data,SwiftUI,0.89,Beginner,8,Fintech
4636,Senior Software Engineer,Azure Enterprise,AKS|Azure DevOps|Azure Functions|Cosmos DB,Azure AD|Service Bus,0.42,Intermediate,7,Retail
4637,Principal Engineer,ETL Data Pipeline,Python|Apache Kafka|PostgreSQL,AWS Redshift|Great Expectations|Docker,0.41,Advanced,7,Retail
4638,Automation Engineer,Frontend React Modern,Vite|TypeScript|React,React Query|Storybook,0.55,Advanced,8,Government
4639,SRE Engineer,Computer Vision Stack,Python|YOLO,ONNX|MediaPipe|Albumentations,0.32,Advanced,11,Aerospace
4640,API Developer,Frontend React Modern,Vite|React,Vitest|Storybook,0.89,Beginner,1,Automotive
4641,Performance Engineer,PyTorch Deep Learning,NumPy|CUDA|Python|PyTorch,Hugging Face,0.93,Beginner,10,Government
4642,Engineering Manager,SAP Enterprise,SAP HANA|ABAP|SAP S/4HANA|Fiori,RAP,0.4,Advanced,0,Energy
4643,Backend Developer,Blockchain Development,Solidity|Ethereum|Hardhat,Chai|OpenZeppelin,0.19,Advanced,10,E-commerce
4644,Salesforce Developer,Vue.js Ecosystem,Pinia|Vite|Vue 3|TypeScript,Vitest|Vuetify|Nuxt.js,0.75,Intermediate,1,Gaming
4645,Software Engineer,AWS Cloud Native,S3|API Gateway|DynamoDB,SNS|CloudWatch|SQS,0.65,Intermediate,2,Healthcare
4646,Systems Programmer,MEAN Stack,Node.js|Express.js|Angular|MongoDB,RxJS,0.75,Intermediate,11,Logistics
4647,Engineering Manager,React Native Mobile,Redux|React Native,TypeScript|Firebase|Jest,0.21,Intermediate,11,Manufacturing
4648,Computer Vision Engineer,NLP Pipeline,Hugging Face Transformers|NLTK,Pandas|SentenceTransformers|FAISS,0.3,Advanced,2,Automotive
4649,Automation Engineer,Spring Boot Enterprise,Java|Maven|Spring Boot,Hibernate|JUnit|Kafka,0.65,Advanced,7,E-commerce
4650,Performance Engineer,PyTorch Deep Learning,NumPy|PyTorch|Python|CUDA,ONNX|Weights & Biases,0.63,Intermediate,0,Retail
4651,BI Analyst,React Native Mobile,Expo|JavaScript|Redux|React Native,Detox,0.61,Intermediate,5,E-commerce
4652,CTO,Blockchain Development,Ethereum|Web3.js|Hardhat|Solidity,OpenZeppelin|Chai,0.83,Advanced,7,IT
4653,CTO,AWS Cloud Native,API Gateway|DynamoDB|AWS Lambda,CloudWatch|CloudFormation|SQS,0.67,Advanced,1,Media
4654,Go Developer,Game Development Unity,Blender|C#|Visual Studio|Unity,Photon|Addressables,0.91,Advanced,8,Healthcare
4655,Shopify Developer,QA Automation,Selenium|Jenkins,Playwright,0.48,Intermediate,5,Consulting
4656,ML Engineer,Android Native,Android Studio|Room|Jetpack Compose,Dagger/Hilt,0.16,Advanced,4,Automotive
4657,Platform Engineer,Go Microservices,Go|PostgreSQL|gRPC,Testify,0.66,Advanced,4,Telecom
4658,Senior Software Engineer,Shopify E-commerce,JavaScript|HTML/CSS|Liquid,Node.js|GraphQL,0.63,Beginner,11,Aerospace
4659,QA Engineer,Next.js Full Stack,React|Next.js|Prisma,tRPC|NextAuth,0.54,Beginner,9,Cybersecurity
4660,Full Stack Developer,ASP.NET Core Stack,Entity Framework|C#,SignalR|Blazor|xUnit,0.92,Beginner,8,Energy
4661,Angular Developer,Flutter Cross-Platform,REST APIs|Dart,Provider|Hive|BLoC Pattern,0.84,Intermediate,1,Gaming
4662,DevOps Engineer,Svelte Modern,Tailwind CSS|Svelte|SvelteKit,Prisma|Vitest|Playwright,0.11,Intermediate,2,E-commerce
4663,Java Developer,Game Development Unity,Visual Studio|Unity|C#|Blender,DOTween|Photon|Addressables,0.6,Advanced,12,Consulting
4664,API Developer,Flask Microservices,SQLAlchemy|Flask,Pytest|Kubernetes|RabbitMQ,0.76,Beginner,7,Energy
4665,Data Scientist,Business Intelligence,SQL|Excel|Power BI|Python,Looker|Alteryx|Tableau,0.43,Advanced,6,Biotech
4666,NLP Engineer,WordPress CMS Stack,WordPress|PHP,JavaScript,0.36,Intermediate,4,SaaS
4667,Data Engineer,Android Native,Kotlin|Android Studio|Room|Jetpack Compose,Espresso,0.38,Beginner,8,IT
4668,Engineering Manager,Next.js Full Stack,TypeScript|Prisma,NextAuth|Vercel|Tailwind CSS,0.53,Beginner,12,Aerospace
4669,Technical Lead,Django Full Stack,HTML/CSS|Django|PostgreSQL,Redis,0.84,Advanced,11,Consulting
4670,Solutions Architect,IoT Platform,MQTT|Python,Docker,0.58,Advanced,6,Gaming
4671,Engineering Manager,ML Engineering Stack,Python|TensorFlow|Scikit-learn|Pandas,NumPy,0.47,Intermediate,6,Gaming
4672,Automation Engineer,Android Native,Kotlin|Android Studio|Jetpack Compose|Room,Espresso|Coroutines|Dagger/Hilt,0.89,Advanced,7,Logistics
4673,Solutions Architect,Salesforce Platform,Lightning Web Components|Apex|Salesforce CLI,Heroku|MuleSoft,0.88,Intermediate,2,Media
4674,Build Engineer,Blockchain Development,Hardhat|Ethereum|Solidity|Web3.js,OpenZeppelin|Chai|Ganache,0.65,Advanced,11,Logistics
4675,BI Analyst,Flask Microservices,Flask|SQLAlchemy|Python|Redis,Pytest|Docker|Kubernetes,0.46,Advanced,2,E-commerce
4676,Technical Lead,Next.js Full Stack,TypeScript|Prisma|React,Tailwind CSS|Vercel|NextAuth,0.31,Intermediate,1,Automotive
4677,ETL Developer,React Native Mobile,React Native|Redux|Expo|JavaScript,TypeScript,0.54,Intermediate,2,Gaming
4678,Java Developer,MERN Stack,Express.js|Node.js,Mongoose|Redux,0.87,Beginner,11,Logistics
4679,SRE Engineer,Unreal Engine Stack,C++|Unreal Engine,Perforce|Houdini,0.6,Beginner,4,Gaming
4680,React Developer,Shopify E-commerce,Shopify CLI|JavaScript|HTML/CSS,React|Theme Kit,0.49,Intermediate,4,Healthcare
4681,IoT Developer,Frontend React Modern,Vite|React|Tailwind CSS,Zustand|React Query|Vitest,0.67,Intermediate,4,SaaS
4682,Database Administrator,ETL Data Pipeline,Python|PostgreSQL|Airflow|Apache Kafka,dbt|AWS Redshift|Great Expectations,0.8,Advanced,12,Energy
4683,Analytics Engineer,GCP Data Platform,Pub/Sub|BigQuery|GCS,Composer|Dataflow|Cloud Run,0.57,Beginner,5,Healthcare
4684,Analytics Engineer,Rust Systems,Rust|Tokio|Actix-web,Cargo|SQLx|Docker,0.29,Advanced,4,SaaS
4685,Software Engineer,Salesforce Platform,SOQL|Apex|Salesforce CLI,MuleSoft|Flow Builder,0.64,Beginner,2,Government
4686,Embedded Systems Engineer,Flutter Cross-Platform,Firebase|Flutter|Dart,Provider|BLoC Pattern|Integration Tests,0.36,Advanced,1,Cybersecurity
4687,Release Engineer,ETL Data Pipeline,Airflow|PostgreSQL|Apache Kafka|Python,dbt,0.45,Beginner,7,Gaming
4688,Analytics Engineer,Cybersecurity Stack,Metasploit|Python|Nmap|Wireshark,Burp Suite,0.15,Advanced,12,Retail
4689,DevOps Engineer,Shopify E-commerce,Shopify CLI|HTML/CSS|JavaScript,Theme Kit|GraphQL,0.56,Advanced,0,Retail
4690,WordPress Developer,ASP.NET Core Stack,Entity Framework|C#|.NET Core|SQL Server,Azure,0.75,Beginner,8,Cybersecurity
4691,IoT Developer,WordPress CMS Stack,HTML/CSS|PHP|WordPress|MySQL,ACF,0.85,Intermediate,0,Cybersecurity
4692,Blockchain Developer,React Native Mobile,Redux|React Native|JavaScript|Expo,TypeScript,0.29,Advanced,7,Retail
4693,DevOps Engineer,IoT Platform,Raspberry Pi|AWS IoT,Grafana,0.96,Advanced,11,Logistics
4694,Vue.js Developer,Data Engineering Pipeline,Airflow|Python|Apache Spark,dbt|Snowflake,0.48,Beginner,7,Logistics
4695,Performance Engineer,Android Native,Room|Jetpack Compose,Coroutines|Retrofit|Dagger/Hilt,0.53,Intermediate,0,Telecom
4696,Vue.js Developer,Game Development Unity,Blender|Visual Studio,Addressables|DOTween|Plastic SCM,0.28,Advanced,4,Gaming
4697,Build Engineer,ML Engineering Stack,TensorFlow|Python|Scikit-learn,MLflow,0.68,Intermediate,8,Finance
4698,Database Administrator,Flutter Cross-Platform,Dart|REST APIs|Flutter|Firebase,Provider|Hive|BLoC Pattern,0.51,Advanced,2,Government
4699,DevOps Engineer,QA Automation,TestNG|Python|Selenium,Cypress,0.22,Beginner,11,Automotive
4700,Systems Programmer,AWS Cloud Native,DynamoDB|AWS Lambda|S3|API Gateway,CloudFormation,0.3,Intermediate,0,Logistics
4701,WordPress Developer,QA Automation,Jenkins|Selenium,Docker|Allure,0.73,Intermediate,1,Biotech
4702,Mobile Developer,Rust Systems,Tokio|Actix-web|PostgreSQL,Docker|Serde,0.44,Advanced,9,Manufacturing
4703,Vue.js Developer,Game Development Unity,Blender|Visual Studio|C#,DOTween,0.3,Advanced,8,Aerospace
4704,Data Engineer,WordPress CMS Stack,MySQL|PHP,JavaScript,0.79,Advanced,10,Energy
4705,Computer Vision Engineer,GraphQL API,Node.js|Apollo Server|PostgreSQL|GraphQL,TypeScript,0.93,Advanced,8,Energy
4706,Staff Engineer,SAP Enterprise,SAP S/4HANA|SAP HANA,RAP|CDS Views|OData,0.44,Beginner,6,Automotive
4707,React Developer,ML Engineering Stack,Scikit-learn|Python|TensorFlow,Docker|NumPy,0.14,Advanced,7,EdTech
4708,ETL Developer,Rust Systems,Rust|Tokio,Serde|Docker|SQLx,0.95,Beginner,12,Automotive
4709,Embedded Systems Engineer,GCP Data Platform,GCS|Pub/Sub|Cloud Functions|BigQuery,Composer|Dataflow,0.77,Beginner,6,Finance
4710,ML Engineer,Azure Enterprise,Azure Functions|Azure DevOps|AKS,Service Bus|Logic Apps,0.58,Beginner,9,Finance
4711,Blockchain Developer,Shopify E-commerce,Liquid|Shopify CLI|JavaScript|HTML/CSS,React|GraphQL,0.94,Intermediate,7,E-commerce
4712,Go Developer,iOS Native,Core Data|Xcode|UIKit,XCTest|ARKit,0.92,Intermediate,8,Media
4713,Automation Engineer,Go Microservices,PostgreSQL|Docker|Go,Prometheus|Redis,0.31,Beginner,4,Aerospace
4714,NLP Engineer,Computer Vision Stack,TensorFlow|Python|OpenCV|YOLO,Albumentations|PyTorch,0.14,Advanced,4,Logistics
4715,Security Engineer,LAMP Stack,Apache|MySQL|Linux,Composer,0.98,Intermediate,8,Fintech
4716,Computer Vision Engineer,Cybersecurity Stack,Wireshark|Nmap|Metasploit|Python,OWASP ZAP|Kali Linux|Splunk,0.18,Advanced,5,Government
4717,Java Developer,QA Automation,TestNG|Python|Jenkins,Cypress|Docker,0.91,Intermediate,4,Finance
4718,Game Developer,Flask Microservices,SQLAlchemy|Python,Docker,0.76,Intermediate,8,Retail
4719,Rust Developer,MERN Stack,Node.js|MongoDB,Jest,0.6,Intermediate,8,Aerospace
4720,Database Administrator,GCP Data Platform,Pub/Sub|GCS,Vertex AI,0.6,Beginner,8,Gaming
4721,CTO,Django Full Stack,PostgreSQL|HTML/CSS|Django,Docker,0.79,Intermediate,4,EdTech
4722,BI Analyst,Android Native,Jetpack Compose|Room|Kotlin|Android Studio,Dagger/Hilt|Retrofit,0.72,Advanced,8,Healthcare
4723,Systems Programmer,Game Development Unity,Blender|Unity,Addressables|Photon|DOTween,0.61,Advanced,4,Fintech
4724,Cloud Architect,Vue.js Ecosystem,Vite|Vue 3|Pinia|TypeScript,Nuxt.js|Vitest,0.71,Beginner,1,Consulting
4725,QA Engineer,Shopify E-commerce,Liquid|Shopify CLI|JavaScript,React|Theme Kit,0.92,Advanced,7,Cybersecurity
4726,ML Engineer,Data Engineering Pipeline,Apache Spark|Python|Airflow|AWS S3,dbt|Delta Lake,0.32,Advanced,9,Consulting
4727,ML Engineer,AWS Cloud Native,S3|DynamoDB|API Gateway|AWS Lambda,SNS|CloudFormation,0.68,Advanced,12,Logistics
4728,Embedded Systems Engineer,MEAN Stack,Express.js|Angular|MongoDB,TypeScript|RxJS|Jasmine,0.19,Advanced,9,Telecom
4729,Data Analyst,Next.js Full Stack,React|Next.js,NextAuth|Vercel,0.98,Beginner,11,Automotive
4730,Data Engineer,Android Native,Android Studio|Room|Jetpack Compose,Espresso,0.13,Advanced,9,Gaming
4731,Salesforce Developer,AWS Cloud Native,DynamoDB|S3,SNS|SQS|CloudFormation,0.9,Beginner,1,EdTech
4732,SAP Consultant,Salesforce Platform,Salesforce CLI|SOQL,Heroku,0.34,Beginner,12,Healthcare
4733,Performance Engineer,Blockchain Development,Ethereum|Solidity|Hardhat|Web3.js,IPFS|Ganache,0.11,Beginner,1,Consulting
4734,Staff Engineer,ASP.NET Core Stack,C#|SQL Server|.NET Core,Azure,0.47,Beginner,12,Healthcare
4735,Node.js Developer,NLP Pipeline,Hugging Face Transformers|spaCy|Python|NLTK,SentenceTransformers|Pandas|FastAPI,0.57,Intermediate,12,E-commerce
4736,Angular Developer,Unreal Engine Stack,Blueprints|Unreal Engine,FMOD,0.52,Intermediate,8,Biotech
4737,Full Stack Developer,ETL Data Pipeline,PostgreSQL|Airflow,Great Expectations,0.73,Beginner,11,Manufacturing
4738,AI Engineer,NLP Pipeline,Hugging Face Transformers|spaCy|Python|NLTK,Pandas,0.89,Beginner,8,Retail
4739,Node.js Developer,SAP Enterprise,ABAP|SAP HANA|Fiori|SAP S/4HANA,BTP|OData,0.47,Advanced,0,Logistics
4740,Build Engineer,IoT Platform,Python|AWS IoT,Node-RED,0.48,Advanced,0,Energy
4741,SRE Engineer,React Native Mobile,Expo|JavaScript|Redux,TypeScript|Jest,0.46,Beginner,4,Telecom
4742,Automation Engineer,Vue.js Ecosystem,TypeScript|Pinia|Vue 3,Nuxt.js|Vitest|Cypress,0.24,Advanced,5,Gaming
4743,Game Developer,Frontend React Modern,Tailwind CSS|React|Vite|TypeScript,Storybook|Zustand|React Query,0.85,Intermediate,8,Healthcare
