phrase_id,weak_phrase,recommended_replacement,severity_score,category
4146,Saved money,Delivered $1M in cost savings,0.7,quantify
4147,Saved money,Cut expenses by $150K per quarter,0.5,quantify
4148,Responsible for,Spearheaded,0.95,action_verb
4149,Involved in,Engaged in,0.78,action_verb
4150,Utilized,Deployed,0.74,passive
4151,Responsibilities included,Impact areas included,0.51,format
4152,Think outside the box,Innovative problem-solver,0.86,buzzword
4153,Responsible for,Spearheaded,0.33,action_verb
4154,Think outside the box,Inventive analyst,0.39,buzzword
4155,Familiar with,Practical proficiency in,0.3,vague
4156,Passionate about,Demonstrated expertise in,0.33,buzzword
4157,Handled,Oversaw,0.92,action_verb
4158,Saved money,Negotiated $500K in vendor savings,0.77,quantify
4159,Managed a team,Oversaw a team of 10 specialists,0.41,quantify
4160,Assisted with,Facilitated,0.4,action_verb
4161,Very experienced,Advanced proficiency in,0.6,quantify
4162,Assisted the team,Supported the engineering team in delivering,0.5,action_verb
4163,Worked on,Designed,0.95,action_verb
4164,Detail-oriented,Accuracy-focused contributor,0.6,buzzword
4165,Basic understanding of,Foundational knowledge in,0.93,vague
4166,Assisted the team,Facilitated the design team's workflow for,0.72,action_verb
4167,Dealt with,Mitigated,0.61,action_verb
4168,Networking,Established vendor relationships saving $200K/year,0.86,specificity
4169,Handled,Coordinated,0.48,action_verb
4170,Many projects,A portfolio of strategic projects,0.44,vague
4171,Synergy,Collaboration,0.51,buzzword
4172,Communicated with stakeholders,Reported KPIs to senior leadership monthly,0.68,specificity
4173,Objective: To obtain a position,[Craft a value proposition],0.37,filler
4174,Utilized,Implemented,0.79,passive
4175,Some experience with,Growing proficiency in,0.63,vague
4176,Etc.,[Replace with details],0.59,vague
4177,Many projects,Numerous client-facing engagements,0.32,vague
4178,Was tasked with developing,Developed,0.97,passive
4179,Many projects,12+ cross-functional projects,0.83,vague
4180,Effectively communicated,Briefed [stakeholders],0.85,redundant
4181,Was given the opportunity to,Promoted to,0.56,passive
4182,Effectively communicated,Articulated [topic] to [audience],0.93,redundant
4183,Networking,Established vendor relationships saving $200K/year,0.34,specificity
4184,Good communication skills,Facilitated cross-team standups across 4 time zones,0.39,specificity
4185,Responsibilities included,Achievements included,0.62,format
4186,Increased sales,Generated $1.2M in new business,0.62,quantify
4187,Participated in,Led,0.34,action_verb
4188,Knowledge of programming,"Proficient in Python, JavaScript, and SQL",0.53,specificity
4189,Did,Accomplished,0.7,action_verb
4190,I am,[Use action verb instead],0.91,format
4191,Made,Crafted,0.77,action_verb
4192,Improved efficiency,Improved efficiency by 30%,0.79,quantify
4193,Utilized,Leveraged,0.69,passive
4194,Familiar with,Hands-on experience with,0.46,vague
4195,Job description,Impact statement,0.51,format
4196,Synergy,Collaboration,0.86,buzzword
4197,Effectively communicated,Presented to [audience],0.38,redundant
4198,Responsible for,Directed,0.72,action_verb
4199,Made,Crafted,0.37,action_verb
4200,Team player,Collaborative leader,0.63,buzzword
4201,Knowledge of programming,Mobile development with Swift and Kotlin,0.61,specificity
4202,Participated in,Led,0.51,action_verb
4203,Good at,Expert in,0.87,vague
4204,Knowledge of programming,Mobile development with Swift and Kotlin,0.48,specificity
4205,Effectively communicated,Reported to [leadership],0.9,redundant
4206,Effectively communicated,Communicated [add channel/audience],0.6,redundant
4207,Actively participated,Contributed [specific deliverable],0.43,redundant
4208,Proficient in Microsoft Office,PowerPoint deck design for C-suite presentations,0.42,specificity
4209,Improved efficiency,Boosted throughput by 50%,0.44,quantify
4210,Good at,Skilled at,0.5,vague
4211,Did,Achieved,0.65,action_verb
4212,Responsibilities included,Delivered value through,0.57,format
4213,I am,[Remove first person],0.62,format
4214,Proficient in Microsoft Office,Document automation with Word templates,0.4,specificity
4215,Think outside the box,Solution architect,0.38,buzzword
4216,Objective: To obtain a position,[Replace with Professional Summary],0.71,filler
4217,Worked on,Implemented,0.61,action_verb
4218,Assisted the team,Facilitated the design team's workflow for,0.97,action_verb
4219,A lot of experience,Comprehensive background in,0.49,vague
4220,Tasked with,Commissioned to,0.65,action_verb
4221,Problem-solving skills,Architected caching solution reducing latency by 70%,0.45,specificity
4222,Basic understanding of,Beginning competency in,0.57,vague
4223,Was in charge of,Directed,0.76,action_verb
4224,Passionate about,Committed to excellence in,0.54,buzzword
4225,My duties were,Contributed,0.49,format
4226,Increased sales,Expanded pipeline by 200+ leads,0.95,quantify
4227,Was in charge of,Supervised,0.56,action_verb
4228,Good at,Proven capability in,0.76,vague
4229,Was asked to lead,Championed,0.84,passive
4230,Utilized,Deployed,0.39,passive
4231,Leverage,Employed strategically,0.97,buzzword
4232,Passionate about,Committed to excellence in,0.73,buzzword
4233,Various tasks,Specific deliverables including,0.33,vague
4234,Good communication skills,Led client workshops with 50+ attendees,0.46,specificity
4235,Responsibilities included,Achievements included,0.65,format
4236,Job description,Professional contribution,0.53,format
4237,Hard worker,High-performing contributor,0.37,buzzword
4238,Networking,Expanded professional network by 500+ industry contacts,0.81,specificity
4239,Objective: To obtain a position,[Craft a value proposition],0.95,filler
4240,Participated in,Coordinated,0.48,action_verb
4241,Worked on,Developed,0.61,action_verb
4242,References available upon request,[Space better used for achievements],0.74,filler
4243,Helped with,Collaborated on,0.52,action_verb
4244,I am,[Start with achievement verb],0.56,format
4245,Actively participated,Executed [specific task],0.69,redundant
4246,Took care of,Oversaw,0.64,action_verb
4247,Job description,Value delivered,0.46,format
4248,Improved efficiency,Reduced processing time by 40%,0.6,quantify
4249,Utilized,Leveraged,0.36,passive
4250,Helped with,Contributed to,0.44,action_verb
4251,Large-scale project,$5M digital transformation initiative,0.93,quantify
4252,References available upon request,[Delete this line],0.7,filler
4253,Problem-solving skills,Debugged production outage reducing MTTR by 60%,0.54,specificity
4254,Job description,Career highlight,0.65,format
4255,Knowledge of programming,Full-stack development with React and Node.js,0.7,specificity
4256,Good at,Proven capability in,0.55,vague
4257,Effectively communicated,Articulated [topic] to [audience],0.9,redundant
4258,Large-scale project,Enterprise project impacting 10K+ users,0.61,quantify
4259,Actively participated,Delivered [specific output],0.91,redundant
4260,Was asked to lead,Led,0.39,passive
4261,Utilized,Deployed,0.37,passive
4262,Familiar with,Hands-on experience with,0.34,vague
4263,Was responsible for managing,Oversaw,0.32,passive
4264,Proficient in Microsoft Office,Data analysis using Excel and Power BI,0.95,specificity
4265,Self-starter,Independent problem-solver,0.79,buzzword
4266,Was in charge of,Directed,0.98,action_verb
4267,Was in charge of,Administered,0.7,action_verb
4268,Good communication skills,Delivered training sessions to 100+ new hires,0.95,specificity
4269,Some experience with,Growing proficiency in,0.58,vague
4270,Participated in,Coordinated,0.79,action_verb
4271,Made,Crafted,0.63,action_verb
4272,Assisted the team,Facilitated the design team's workflow for,0.76,action_verb
4273,Worked on,Built,0.59,action_verb
4274,Took care of,Oversaw,0.92,action_verb
4275,Participated in,Drove,0.44,action_verb
4276,Proficient in Microsoft Office,Data analysis using Excel and Power BI,0.95,specificity
4277,Responsibilities included,Achievements included,0.46,format
4278,Was in charge of,Administered,0.93,action_verb
4279,I am,[Remove first person],0.54,format
4280,Was in charge of,Supervised,0.72,action_verb
4281,Effectively communicated,Communicated [add channel/audience],0.92,redundant
4282,Good at,Expert in,0.49,vague
4283,Worked on,Developed,0.32,action_verb
4284,Some experience with,Emerging skills in,0.76,vague
4285,Etc.,[Replace with details],0.51,vague
4286,Good communication skills,Led client workshops with 50+ attendees,0.32,specificity
4287,Participated in,Led,0.84,action_verb
4288,Large-scale project,$5M digital transformation initiative,0.67,quantify
4289,Problem-solving skills,Designed failover system eliminating 99% of downtime,0.78,specificity
4290,Improved efficiency,Improved efficiency by 30%,0.69,quantify
4291,Participated in,Co-led,0.84,action_verb
4292,I am,[Rewrite in third person implied],0.6,format
4293,Etc.,[Provide concrete instances],0.4,vague
4294,Different things,Diverse deliverables including,0.93,vague
4295,Basic understanding of,Entry-level proficiency in,0.55,vague
4296,Results-oriented,Drove outcome-focused initiatives,0.94,buzzword
4297,Detail-oriented,Quality-driven professional,0.36,buzzword
4298,Responsible for,Directed,0.59,action_verb
4299,Increased sales,Generated $1.2M in new business,0.7,quantify
4300,Large-scale project,Enterprise project impacting 10K+ users,0.91,quantify
4301,Detail-oriented,Precision-focused analyst,0.35,buzzword
4302,Handled,Administered,0.43,action_verb
4303,Worked on,Built,0.54,action_verb
4304,Duties included,Core deliverables included,1.0,format
4305,Handled,Orchestrated,0.58,action_verb
4306,Responsibilities included,Achievements included,0.76,format
4307,Was in charge of,Headed,0.96,action_verb
4308,Team player,Team-oriented professional,0.79,buzzword
4309,Proficient in Microsoft Office,Data analysis using Excel and Power BI,0.93,specificity
4310,Good communication skills,Led client workshops with 50+ attendees,0.61,specificity
4311,Synergy,Strategic partnership,0.85,buzzword
4312,Think outside the box,Creative strategist,0.67,buzzword
4313,Go-getter,Driven contributor,0.79,buzzword
4314,Some experience with,Foundational experience in,0.34,vague
4315,Basic understanding of,Practical awareness of,0.79,vague
4316,Effectively communicated,Reported to [leadership],0.5,redundant
4317,Team player,Cross-functional contributor,0.89,buzzword
4318,Utilized,Leveraged,0.51,passive
4319,Was tasked with developing,Engineered,0.39,passive
4320,Very experienced,Advanced proficiency in,0.33,quantify
4321,Detail-oriented,Accuracy-focused contributor,0.75,buzzword
4322,A lot of experience,8+ years of proven experience,0.31,vague
4323,Knowledge of programming,"Proficient in Python, JavaScript, and SQL",0.49,specificity
4324,Was given the opportunity to,Trusted to,0.51,passive
4325,Assisted with,Supported,0.5,action_verb
4326,Effectively communicated,Reported to [leadership],0.65,redundant
4327,Problem-solving skills,Designed failover system eliminating 99% of downtime,0.57,specificity
4328,Worked on,Engineered,0.44,action_verb
4329,Dealt with,Managed,0.67,action_verb
4330,Responsibilities included,Delivered value through,0.32,format
4331,Increased sales,Expanded pipeline by 200+ leads,0.96,quantify
4332,Assisted the team,Aided the operations team in deploying,0.83,action_verb
4333,Results-oriented,Produced tangible impact,0.87,buzzword
4334,Was given the opportunity to,Selected to,0.83,passive
4335,Results-oriented,Generated concrete deliverables,0.6,buzzword
4336,Etc.,[List specific items],0.87,vague
4337,Was tasked with developing,Built,0.97,passive
4338,Communicated with stakeholders,Facilitated weekly syncs with cross-functional leads,0.9,specificity
4339,Managed multiple projects,Directed 6 simultaneous launches across 2 markets,0.62,quantify
4340,Was asked to lead,Championed,0.84,passive
4341,Self-starter,Autonomous contributor,0.97,buzzword
4342,A lot of experience,Extensive hands-on experience,0.39,vague
4343,Responsible for,Oversaw,0.86,action_verb
4344,Managed multiple projects,Coordinated 12 projects with 95% on-time delivery,0.36,quantify
4345,Detail-oriented,Thorough and methodical,0.51,buzzword
4346,Was asked to lead,Directed,0.33,passive
4347,Go-getter,Driven contributor,0.49,buzzword
4348,Self-starter,Initiative-driven leader,0.31,buzzword
4349,Synergy,Coordinated effort,0.76,buzzword
4350,Knowledge of programming,Backend engineering with Java and Spring Boot,0.89,specificity
4351,Different things,Cross-disciplinary tasks including,0.31,vague
4352,Responsible for,Spearheaded,0.33,action_verb
4353,Passionate about,Proven track record in,0.75,buzzword
4354,Was tasked with developing,Engineered,0.59,passive
4355,Was given the opportunity to,Earned the role of,0.49,passive
4356,Effectively communicated,Articulated [topic] to [audience],0.52,redundant
4357,Was in charge of,Supervised,0.43,action_verb
4358,Managed a team,Supervised 15 direct reports,0.48,quantify
4359,Familiar with,Hands-on experience with,0.46,vague
4360,Dealt with,Addressed,0.91,action_verb
4361,Duties included,Key achievements included,0.46,format
4362,Duties included,Key achievements included,0.43,format
4363,Some experience with,Developing expertise in,0.71,vague
4364,Worked on,Implemented,0.8,action_verb
4365,Participated in,Championed,0.98,action_verb
4366,Helped with,Supported,0.68,action_verb
4367,Worked on,Implemented,0.46,action_verb
4368,Did,Executed,0.65,action_verb
4369,Made,Crafted,0.35,action_verb
4370,Team player,Effective collaborator,0.7,buzzword
4371,Knowledge of programming,"Data engineering with Python, Spark, and Airflow",0.35,specificity
4372,Etc.,[Name actual examples],0.4,vague
4373,Leverage,Employed strategically,0.85,buzzword
4374,Results-oriented,Drove outcome-focused initiatives,0.93,buzzword
4375,References available upon request,[Delete this line],0.96,filler
4376,Think outside the box,Inventive analyst,0.32,buzzword
4377,References available upon request,[Remove entirely],0.5,filler
4378,Involved in,Instrumental in,0.32,action_verb
4379,Successfully managed,Directed [add scope],0.87,redundant
4380,Some experience with,Practical exposure to,0.85,vague
4381,My duties were,Achieved,0.96,format
4382,Objective: To obtain a position,[Summarize top achievements],0.32,filler
4383,Very experienced,Advanced proficiency in,0.57,quantify
4384,Duties included,Key achievements included,0.97,format
4385,Communicated with stakeholders,Presented roadmap updates to 15+ stakeholders,0.7,specificity
4386,Was asked to lead,Championed,0.81,passive
4387,Was responsible for managing,Managed,0.89,passive
4388,Utilized,Applied,0.72,passive
4389,Responsibilities included,Drove business results including,0.66,format
4390,Leverage,Capitalized on,0.44,buzzword
4391,Was asked to lead,Headed,0.94,passive
4392,Results-oriented,Achieved quantifiable results,0.86,buzzword
4393,References available upon request,[Omit — implied],0.62,filler
4394,Improved efficiency,Improved efficiency by 30%,0.79,quantify
4395,Different things,Cross-disciplinary tasks including,0.55,vague
4396,Passionate about,Committed to excellence in,0.65,buzzword
4397,Assisted the team,Facilitated the design team's workflow for,0.76,action_verb
4398,Successfully managed,Directed [add scope],0.61,redundant
4399,Many projects,Multiple high-impact initiatives,0.7,vague
4400,Proficient in Microsoft Office,PowerPoint deck design for C-suite presentations,0.95,specificity
4401,Detail-oriented,Accuracy-focused contributor,0.77,buzzword
4402,Responsibilities included,Impact areas included,0.72,format
4403,Saved money,Cut expenses by $150K per quarter,0.54,quantify
4404,Made,Created,0.59,action_verb
4405,Some experience with,Emerging skills in,0.7,vague
4406,Actively participated,Drove [specific initiative],0.93,redundant
4407,Networking,Cultivated C-level relationships across 10 accounts,0.31,specificity
4408,Made,Constructed,0.48,action_verb
4409,Was tasked with developing,Built,0.82,passive
4410,Handled,Managed,0.88,action_verb
4411,Helped with,Collaborated on,0.99,action_verb
4412,Handled,Orchestrated,0.91,action_verb
4413,Assisted the team,Contributed to the QA team's testing of,0.93,action_verb
4414,Passionate about,Specialized in,0.58,buzzword
4415,Was tasked with developing,Engineered,0.8,passive
4416,Made,Developed,0.93,action_verb
4417,Basic understanding of,Entry-level proficiency in,0.71,vague
4418,Effectively communicated,Communicated [add channel/audience],1.0,redundant
4419,Worked on,Developed,0.82,action_verb
4420,Passionate about,Proven track record in,0.94,buzzword
4421,Actively participated,Delivered [specific output],0.82,redundant
4422,Etc.,[Name actual examples],0.83,vague
4423,I am,[Rewrite in third person implied],0.81,format
4424,Very experienced,Seasoned professional in,0.94,quantify
4425,Communicated with stakeholders,Aligned 6 department heads on strategic priorities,0.36,specificity
4426,Basic understanding of,Foundational knowledge in,0.72,vague
4427,References available upon request,[Delete this line],0.57,filler
4428,Different things,Multiple workstreams such as,0.66,vague
4429,Was given the opportunity to,Chosen to,0.96,passive
4430,Did,Performed,0.51,action_verb
4431,Results-oriented,Delivered measurable outcomes,0.69,buzzword
4432,Basic understanding of,Beginning competency in,0.71,vague
4433,Good communication skills,Facilitated cross-team standups across 4 time zones,0.5,specificity
4434,Objective: To obtain a position,[Write a targeted summary statement],0.83,filler
4435,Involved in,Contributed to,0.87,action_verb
4436,Improved efficiency,Reduced processing time by 40%,0.6,quantify
4437,Go-getter,Target-focused executor,0.92,buzzword
4438,Leverage,Utilized,0.54,buzzword
4439,Tasked with,Entrusted with,0.5,action_verb
4440,Familiar with,Applied understanding of,0.46,vague
4441,Tasked with,Commissioned to,0.96,action_verb
4442,Self-starter,Initiative-driven leader,0.83,buzzword
4443,Communicated with stakeholders,Presented roadmap updates to 15+ stakeholders,0.77,specificity
4444,Involved in,Contributed to,0.44,action_verb
4445,Knowledge of programming,Mobile development with Swift and Kotlin,0.83,specificity
4446,Helped with,Assisted in delivering,0.93,action_verb
4447,Basic understanding of,Beginning competency in,0.68,vague
4448,Took care of,Maintained,0.64,action_verb
4449,Proficient in Microsoft Office,"Advanced Excel modeling (VLOOKUP, pivot tables, macros)",0.56,specificity
4450,Think outside the box,Inventive analyst,0.6,buzzword
4451,Different things,A range of initiatives including,0.39,vague
4452,A lot of experience,Deep domain expertise spanning,0.94,vague
4453,My duties were,Delivered,0.61,format
4454,Etc.,[Replace with details],0.48,vague
4455,Problem-solving skills,Resolved critical data pipeline failure within 2 hours,1.0,specificity
4456,Very experienced,Senior-level expertise in,0.98,quantify
4457,Large-scale project,Enterprise project impacting 10K+ users,0.82,quantify
4458,Hard worker,Results-driven professional,0.53,buzzword
4459,Some experience with,Growing proficiency in,0.49,vague
4460,Actively participated,Executed [specific task],0.77,redundant
4461,Was in charge of,Headed,0.92,action_verb
4462,Worked on,Designed,0.37,action_verb
4463,My duties were,Generated,0.52,format
4464,Knowledge of programming,Mobile development with Swift and Kotlin,0.76,specificity
4465,Networking,Built partnerships with 25+ enterprise clients,0.96,specificity
4466,Actively participated,Contributed [specific deliverable],0.47,redundant
4467,Was given the opportunity to,Trusted to,0.91,passive
4468,Hard worker,High-performing contributor,0.49,buzzword
4469,Involved in,Engaged in,0.87,action_verb
4470,Very experienced,Expert-level command of,0.5,quantify
4471,Took care of,Maintained,0.97,action_verb
4472,Good communication skills,Led client workshops with 50+ attendees,0.3,specificity
4473,Was in charge of,Supervised,0.69,action_verb
4474,Team player,Cross-functional contributor,0.33,buzzword
4475,I am,[Use action verb instead],0.73,format
4476,Actively participated,Executed [specific task],0.46,redundant
4477,Passionate about,Proven track record in,0.67,buzzword
4478,Dealt with,Navigated,0.89,action_verb
4479,Networking,Established vendor relationships saving $200K/year,0.77,specificity
4480,Familiar with,Applied understanding of,0.72,vague
4481,Was responsible for managing,Supervised,0.51,passive
4482,Hard worker,Results-driven professional,0.97,buzzword
4483,Basic understanding of,Entry-level proficiency in,0.59,vague
4484,Different things,Various technical domains including,0.47,vague
4485,Etc.,[List specific items],0.42,vague
4486,Leverage,Utilized,0.54,buzzword
4487,Various tasks,Key responsibilities such as,0.84,vague
4488,Good at,Demonstrated competency in,0.72,vague
4489,Job description,Impact statement,0.32,format
4490,Go-getter,Target-focused executor,0.45,buzzword
4491,Good communication skills,Facilitated cross-team standups across 4 time zones,0.34,specificity
4492,Managed a team,Supervised 15 direct reports,0.48,quantify
4493,Leverage,Harnessed,0.57,buzzword
4494,Different things,Cross-disciplinary tasks including,0.58,vague
4495,Assisted the team,Supported the engineering team in delivering,0.49,action_verb
4496,Very experienced,Advanced proficiency in,0.54,quantify
4497,Proficient in Microsoft Office,"Advanced Excel modeling (VLOOKUP, pivot tables, macros)",0.52,specificity
4498,Many projects,Multiple high-impact initiatives,0.7,vague
4499,Tasked with,Appointed to,0.44,action_verb
4500,Actively participated,Contributed [specific deliverable],0.96,redundant
4501,Effectively communicated,Articulated [topic] to [audience],0.53,redundant
4502,Successfully managed,Coordinated [add outcomes],0.31,redundant
4503,Very experienced,Senior-level expertise in,0.86,quantify
4504,Assisted with,Facilitated,0.94,action_verb
4505,Managed a team,Oversaw a team of 10 specialists,0.34,quantify
4506,Participated in,Coordinated,0.45,action_verb
4507,Was responsible for managing,Directed,0.99,passive
4508,Knowledge of programming,Mobile development with Swift and Kotlin,0.58,specificity
4509,My duties were,Contributed,0.5,format
4510,Tasked with,Commissioned to,0.53,action_verb
4511,Team player,Cooperative strategist,0.81,buzzword
4512,Managed multiple projects,Managed 8 concurrent projects totaling $2M budget,0.33,quantify
4513,Helped with,Assisted in delivering,0.37,action_verb
4514,Various tasks,Core functions including,0.33,vague
4515,Think outside the box,Unconventional thinker,0.32,buzzword
4516,Actively participated,Drove [specific initiative],0.32,redundant
4517,Improved efficiency,Improved efficiency by 30%,0.87,quantify
4518,Objective: To obtain a position,[Craft a value proposition],0.39,filler
4519,Improved efficiency,Streamlined workflows saving 20 hrs/week,0.9,quantify
4520,Was in charge of,Managed,0.65,action_verb
4521,My duties were,Produced,0.31,format
4522,Improved efficiency,Boosted throughput by 50%,0.72,quantify
4523,Involved in,Contributed to,0.82,action_verb
4524,Saved money,Delivered $1M in cost savings,0.44,quantify
4525,Successfully managed,Oversaw [add team size],0.85,redundant
4526,Etc.,[Provide concrete instances],0.82,vague
4527,Synergy,Strategic partnership,0.62,buzzword
4528,Did,Accomplished,0.98,action_verb
4529,Was asked to lead,Directed,0.56,passive
4530,Etc.,[List specific items],0.46,vague
4531,Many projects,A portfolio of strategic projects,0.49,vague
4532,Think outside the box,Inventive analyst,0.65,buzzword
4533,Objective: To obtain a position,[Replace with Professional Summary],1.0,filler
4534,Very experienced,Expert-level command of,0.97,quantify
4535,Increased sales,Generated $1.2M in new business,0.8,quantify
4536,Different things,Multiple workstreams such as,0.7,vague
4537,Helped with,Facilitated,0.84,action_verb
4538,Different things,Various technical domains including,0.63,vague
4539,Did,Accomplished,0.53,action_verb
4540,Large-scale project,Enterprise project impacting 10K+ users,0.37,quantify
4541,Tasked with,Assigned to lead,0.91,action_verb
4542,Familiar with,Competent in,0.47,vague
4543,Involved in,Engaged in,0.73,action_verb
4544,Good at,Proven capability in,0.81,vague
4545,Was asked to lead,Spearheaded,0.34,passive
4546,Familiar with,Practical proficiency in,0.59,vague
4547,Improved efficiency,Streamlined workflows saving 20 hrs/week,0.88,quantify
4548,Worked on,Built,0.78,action_verb
4549,Successfully managed,Supervised [add budget],0.91,redundant
4550,Go-getter,Goal-oriented professional,0.83,buzzword
4551,Saved money,Delivered $1M in cost savings,0.68,quantify
4552,Leverage,Applied,0.53,buzzword
4553,My duties were,Produced,0.66,format
4554,Good communication skills,Presented quarterly results to board of directors,0.94,specificity
4555,Etc.,[List specific items],0.56,vague
4556,Increased sales,Increased sales by $500K annually,0.41,quantify
4557,Improved efficiency,Improved efficiency by 30%,0.42,quantify
4558,Different things,Diverse deliverables including,0.33,vague
4559,Etc.,[Replace with details],0.42,vague
4560,Large-scale project,Multi-year program with 50+ stakeholders,0.64,quantify
4561,Improved efficiency,Boosted throughput by 50%,0.59,quantify
4562,Responsible for,Oversaw,0.38,action_verb
4563,Think outside the box,Unconventional thinker,0.67,buzzword
4564,Effectively communicated,Briefed [stakeholders],0.69,redundant
4565,Tasked with,Assigned to lead,0.5,action_verb
4566,Job description,Impact statement,0.86,format
4567,Managed multiple projects,Coordinated 12 projects with 95% on-time delivery,0.66,quantify
4568,Self-starter,Independent problem-solver,0.62,buzzword
4569,Communicated with stakeholders,Facilitated weekly syncs with cross-functional leads,0.95,specificity
4570,Very experienced,Advanced proficiency in,0.41,quantify
4571,My duties were,Produced,0.31,format
4572,Many projects,Multiple high-impact initiatives,0.41,vague
4573,Was in charge of,Managed,0.52,action_verb
4574,Took care of,Managed,0.79,action_verb
4575,Was responsible for managing,Supervised,0.53,passive
4576,Participated in,Coordinated,0.63,action_verb
4577,Tasked with,Entrusted with,0.55,action_verb
4578,Was tasked with developing,Engineered,0.54,passive
4579,Responsible for,Directed,0.49,action_verb
4580,Proficient in Microsoft Office,Document automation with Word templates,0.71,specificity
4581,Synergy,Strategic partnership,0.74,buzzword
4582,Various tasks,Targeted projects including,0.69,vague
4583,Duties included,Core deliverables included,0.35,format
4584,Involved in,Contributed to,0.81,action_verb
4585,Go-getter,Goal-oriented professional,0.48,buzzword
4586,Did,Performed,0.86,action_verb
4587,Was given the opportunity to,Trusted to,0.53,passive
4588,Managed a team,Oversaw a team of 10 specialists,0.72,quantify
4589,Large-scale project,Multi-year program with 50+ stakeholders,0.77,quantify
4590,Good at,Expert in,0.42,vague
4591,Saved money,Reduced costs by 30% via automation,0.99,quantify
4592,Assisted with,Bolstered,0.4,action_verb
4593,Tasked with,Designated to,0.91,action_verb
4594,Leverage,Utilized,0.93,buzzword
4595,Participated in,Drove,0.66,action_verb
4596,Different things,Cross-disciplinary tasks including,0.77,vague
4597,Leverage,Capitalized on,0.65,buzzword
4598,Made,Produced,0.69,action_verb
4599,Objective: To obtain a position,[Craft a value proposition],0.79,filler
4600,Passionate about,Deep experience with,0.89,buzzword
4601,Leverage,Employed strategically,0.35,buzzword
4602,Successfully managed,Directed [add scope],0.97,redundant
4603,Managed multiple projects,Coordinated 12 projects with 95% on-time delivery,0.8,quantify
4604,Knowledge of programming,"Data engineering with Python, Spark, and Airflow",0.69,specificity
4605,Familiar with,Practical proficiency in,0.78,vague
4606,Was tasked with developing,Built,0.76,passive
4607,Dealt with,Resolved,0.91,action_verb
4608,Good communication skills,Facilitated cross-team standups across 4 time zones,0.84,specificity
4609,Passionate about,Proven track record in,0.45,buzzword
4610,Was tasked with developing,Engineered,0.57,passive
4611,Dealt with,Resolved,0.44,action_verb
4612,References available upon request,[Space better used for achievements],0.44,filler
4613,Was given the opportunity to,Chosen to,0.53,passive
4614,Assisted the team,Facilitated the design team's workflow for,0.94,action_verb
4615,Some experience with,Foundational experience in,0.72,vague
4616,Worked on,Built,0.75,action_verb
4617,Various tasks,Specific deliverables including,1.0,vague
4618,My duties were,Achieved,0.49,format
4619,Participated in,Coordinated,0.88,action_verb
4620,Problem-solving skills,Designed failover system eliminating 99% of downtime,1.0,specificity
4621,Actively participated,Delivered [specific output],0.64,redundant
4622,Good at,Proven capability in,0.87,vague
4623,Worked on,Built,0.32,action_verb
4624,Basic understanding of,Introductory experience with,0.79,vague
4625,Dealt with,Addressed,0.36,action_verb
4626,Knowledge of programming,"Proficient in Python, JavaScript, and SQL",0.34,specificity
4627,Actively participated,Contributed [specific deliverable],0.52,redundant
4628,Good communication skills,Delivered training sessions to 100+ new hires,0.49,specificity
4629,Good communication skills,Led client workshops with 50+ attendees,0.76,specificity
4630,Improved efficiency,Improved efficiency by 30%,0.53,quantify
4631,Job description,Value delivered,0.93,format
4632,Tasked with,Appointed to,0.81,action_verb
4633,References available upon request,[Space better used for achievements],0.31,filler
4634,Responsibilities included,Key contributions included,0.59,format
4635,Responsibilities included,Achievements included,0.35,format
4636,Proficient in Microsoft Office,SharePoint administration and workflow design,0.4,specificity
4637,Go-getter,Ambitious achiever,0.42,buzzword
4638,Worked on,Built,0.73,action_verb
4639,I am,[Omit pronoun],0.59,format
4640,Actively participated,Contributed [specific deliverable],0.52,redundant
4641,Was tasked with developing,Architected,0.38,passive
4642,A lot of experience,Significant professional experience in,0.89,vague
4643,Assisted with,Bolstered,0.95,action_verb
4644,Assisted with,Supported,0.94,action_verb
4645,Dealt with,Resolved,0.43,action_verb
4646,Was given the opportunity to,Earned the role of,0.84,passive
4647,Saved money,Saved $200K annually through process optimization,0.45,quantify
4648,References available upon request,[Delete this line],0.36,filler
4649,Very experienced,Advanced proficiency in,0.52,quantify
4650,Job description,Impact statement,0.82,format
4651,Improved efficiency,Reduced processing time by 40%,0.52,quantify
4652,Objective: To obtain a position,[Write a targeted summary statement],0.42,filler
4653,Handled,Orchestrated,0.52,action_verb
4654,Hard worker,High-performing contributor,0.49,buzzword
4655,Took care of,Managed,0.99,action_verb
4656,Self-starter,Independent problem-solver,0.49,buzzword
4657,Familiar with,Practical proficiency in,0.71,vague
4658,Passionate about,Committed to excellence in,0.61,buzzword
4659,Actively participated,Drove [specific initiative],0.33,redundant
4660,Knowledge of programming,Mobile development with Swift and Kotlin,0.57,specificity
4661,Was responsible for managing,Administered,0.45,passive
4662,I am,[Start with achievement verb],0.54,format
4663,Large-scale project,Organization-wide migration serving 500+ employees,0.45,quantify
4664,I am,[Omit pronoun],0.69,format
4665,Improved efficiency,Streamlined workflows saving 20 hrs/week,0.36,quantify
4666,Managed a team,Led a cross-functional team of 8,0.48,quantify
4667,A lot of experience,Deep domain expertise spanning,0.32,vague
4668,Made,Crafted,0.76,action_verb
4669,Dealt with,Managed,0.4,action_verb
4670,Was given the opportunity to,Chosen to,0.56,passive
4671,Objective: To obtain a position,[Summarize top achievements],0.93,filler
4672,Leverage,Utilized,0.74,buzzword
